parent,node,branch.length,label,group,date,date_CI,Region.x,isTip,x,y,branch,angle,NCBI.accession,Sample.collection.date,Host.species,Region.y,Province,Municipality,Barangay,Location,source,corrected_date,decimal_date,outbreak,id_case,membership,lineage,lineage_chain,maddog,ACRdates
180,182,0,n172172,0,2010.13,2008.93|2011.23,National Capital Region,FALSE,2010.204964,15.5,2010.204964,32.82352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16-Mar-10
182,183,2.51302,n173,0,2012.64,2011.93|2013.0,Bicol Region|Cordillera Administrative Region,FALSE,2012.717984,17.5,2011.461474,37.05882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-Sep-12
175,184,1.68355,n173173,0,2003.05,2002.59|2003.36,National Capital Region,FALSE,2003.119654,30.8843178,2002.277879,65.40208476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Feb-03
184,185,2.95435,n174,0,2006,2005.49|2006.0,Calabarzon,FALSE,2006.074004,31.5,2004.596829,66.70588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-Jan-06
184,186,0,n174174,0,2003.05,2002.59|2003.36,National Capital Region,FALSE,2003.119654,39.32949716,2003.119654,83.28599399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Feb-03
186,187,0.92126,n175,0,2003.97,2003.17|2004.0,Calabarzon,FALSE,2004.040914,38.625,2003.580284,81.79411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-Jan-04
187,188,6.05059,n175175,0,2010.02,2008.28|2011.41,Calabarzon,FALSE,2010.091504,41.75,2007.066209,88.41176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3-Feb-10
188,189,0.58725,n176,0,2010.6,2009.27|2011.72,Calabarzon,FALSE,2010.678754,42.5,2010.385129,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-Sep-10
186,190,0,n176176,0,2003.05,2002.59|2003.36,National Capital Region,FALSE,2003.119654,49.69298864,2003.119654,105.2322112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Feb-03
190,191,0.95435,n177,0,2004,2003.0|2004.0,National Capital Region,FALSE,2004.074004,45.02083333,2003.596829,95.33823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-Jan-04
191,192,0,n177177,0,2004,2003.0|2004.0,National Capital Region,FALSE,2004.074004,46.04166667,2004.074004,97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-Jan-04
192,193,0,n178,0,2004,2003.0|2004.0,National Capital Region,FALSE,2004.074004,47.08333333,2004.074004,99.70588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-Jan-04
193,194,0,n178178,0,2004,2003.0|2004.0,National Capital Region,FALSE,2004.074004,48.16666667,2004.074004,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-Jan-04
194,195,6.24204,n179,0,2010.24,2008.5|2011.9,National Capital Region,FALSE,2010.316044,49.5,2007.195024,104.8235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-Apr-10
190,196,0,n179179,0,2003.05,2002.59|2003.36,National Capital Region,FALSE,2003.119654,54.36514395,2003.119654,115.1261872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Feb-03
196,197,5.94747,n180,0,2008.99,2006.99|2010.76,National Capital Region,FALSE,2009.067124,52.75,2006.093389,111.7058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-Jan-09
197,198,3.00687,n180180,0,2012,2011.11|2012.0,National Capital Region,FALSE,2012.073994,53.5,2010.570559,113.2941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-Jan-12
196,199,0.95435,n181,0,2004,2003.24|2004.0,National Capital Region,FALSE,2004.074004,59.34543186,2003.596829,125.6726792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-Jan-04
199,200,7.47692,n181181,0,2011.48,2009.68|2013.18,Calabarzon,FALSE,2011.550924,60.5,2007.812464,128.1176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21-Jul-11
199,201,8,n182,0,2012,2011.07|2012.0,Ilocos Region,FALSE,2012.074004,62.5,2008.074004,132.3529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-Jan-12
199,202,0.66147,n182182,0,2004.66,2003.47|2005.82,National Capital Region|Calabarzon,FALSE,2004.735474,66.76345486,2004.404739,141.3814338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-Sep-04
202,203,1.63874,n183,0,2006.3,2004.0|2008.28,National Capital Region|Calabarzon,FALSE,2006.374214,64.5,2005.554844,136.5882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-May-06
202,204,6.91545,n183183,0,2011.58,2009.2|2013.5,National Capital Region|Calabarzon,FALSE,2011.650924,66.5,2008.193199,140.8235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-Aug-11
202,205,2.80774,n184,0,2007.47,2006.36|2007.96,Calabarzon,FALSE,2007.543214,69.29036458,2006.139344,146.7325368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-Jul-07
205,206,2.92667,n184184,0,2010.4,2009.55|2011.0,Calabarzon,FALSE,2010.469884,70.58072917,2009.006549,149.4650735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21-Jun-10
206,207,0.69939,n185,0,2011.1,2010.22|2011.9,Calabarzon,FALSE,2011.169274,72.7421875,2010.819579,154.0422794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3-Mar-11
207,208,1.46251,n185185,0,2012.56,2011.34|2013.54,Calabarzon,FALSE,2012.631784,73.984375,2011.900529,156.6727941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-Aug-12
208,209,2.45848,n186,0,2015.02,2013.84|2016.04,Calabarzon,FALSE,2015.090264,74.96875,2013.861024,158.7573529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Feb-15
209,210,0.45937,n186186,0,2015.48,2014.12|2016.78,Calabarzon,FALSE,2015.549634,75.9375,2015.319949,160.8088235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-Jul-15
210,211,0.84029,n187,0,2016.32,2015.18|2017.18,Calabarzon,FALSE,2016.389924,76.875,2015.969779,162.7941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-May-16
211,212,6.17386,n187187,0,2022.49,2021.64|2022.96,Southwestern Tagalog Region,FALSE,2022.563784,77.75,2019.476854,164.6470588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-Jul-22
212,213,0.13008,n188,0,2022.62,2022.11|2022.96,Southwestern Tagalog Region,FALSE,2022.693864,78.5,2022.628824,166.2352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11-Sep-22
207,214,0.64545,n188188,0,2011.74,2011.19|2012.0,Calabarzon,FALSE,2011.814724,71.5,2011.491999,151.4117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-Oct-11
184,215,0,n189,0,2003.05,2002.59|2003.36,National Capital Region,FALSE,2003.119654,85.66663429,2003.119654,181.4116961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Feb-03
215,216,2.98402,n189189,0,2006.03,2004.43|2007.0,Calabarzon,FALSE,2006.103674,81.75,2004.611664,173.1176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7-Feb-06
216,217,0.97033,n190,0,2007,2006.18|2007.0,Calabarzon,FALSE,2007.074004,83,2006.588839,175.7647059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-Jan-07
216,218,10.0488,n190190,0,2016.08,2013.15|2018.34,Calabarzon,FALSE,2016.152474,80.5,2011.128074,170.4705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-Feb-16
215,219,0,n191,0,2003.05,2002.59|2003.36,National Capital Region,FALSE,2003.119654,89.58326857,2003.119654,189.7057452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Feb-03
219,220,3.83783,n191191,0,2006.88,2005.96|2007.06,Calabarzon,FALSE,2006.957484,85.5,2005.038569,181.0588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16-Dec-06
219,221,0,n192,0,2003.05,2002.59|2003.36,National Capital Region,FALSE,2003.119654,93.66653715,2003.119654,198.3526669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Feb-03
221,222,2.95435,n192192,0,2006,2005.52|2006.0,Calabarzon,FALSE,2006.074004,90,2004.596829,190.5882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-Jan-06
221,223,0,n193,0,2003.05,2002.59|2003.36,National Capital Region,FALSE,2003.119654,109.6661486,2003.119654,232.234197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Feb-03
223,224,0,n193193,0,2003.05,2002.59|2003.36,National Capital Region,FALSE,2003.119654,138.4287698,2003.119654,293.1432773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Feb-03
224,225,13.4378,n194,0,2016.48,2014.59|2018.38,Southwestern Tagalog Region,FALSE,2016.557454,133.375,2009.838554,282.4411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-16
225,226,0.75115,n194194,0,2017.23,2015.39|2018.87,Southwestern Tagalog Region,FALSE,2017.308604,131,2016.933029,277.4117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-Apr-17
226,227,3.27783,n195,0,2020.51,2019.38|2021.54,Southwestern Tagalog Region,FALSE,2020.586434,132,2018.947519,279.5294118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Aug-20
225,228,0.82082,n195195,0,2017.3,2015.45|2019.0,Southwestern Tagalog Region,FALSE,2017.378274,135.75,2016.967864,287.4705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-May-17
228,229,3.78349,n196,0,2021.09,2019.89|2022.14,Southwestern Tagalog Region,FALSE,2021.161764,134.5,2019.270019,284.8235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-Mar-21
228,230,4.16043,n196196,0,2021.46,2020.55|2022.23,Southwestern Tagalog Region,FALSE,2021.538704,137,2019.458489,290.1176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16-Jul-21
224,231,1.9128,n197,0,2004.96,2003.0|2007.12,National Capital Region|Southwestern Tagalog Region,FALSE,2005.032454,143.1736111,2004.076054,303.1911765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12-Jan-05
231,232,11.4658,n197197,0,2016.42,2014.05|2018.51,Southwestern Tagalog Region,FALSE,2016.498254,140.0416667,2010.765354,296.5588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-Jun-16
232,233,3.76165,n198,0,2020.19,2018.97|2021.07,Southwestern Tagalog Region,FALSE,2020.259904,141.0833333,2018.379079,298.7647059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4-Apr-20
233,234,0.45256,n198198,0,2020.64,2020.01|2021.14,Southwestern Tagalog Region,FALSE,2020.712464,142.1666667,2020.486184,301.0588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-Sep-20
234,235,0.63828,n199,0,2021.28,2020.96|2021.28,Southwestern Tagalog Region,FALSE,2021.350744,143.5,2021.031604,303.8823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9-May-21
231,236,12.0981,n199199,0,2017.06,2014.85|2019.02,Southwestern Tagalog Region,FALSE,2017.130554,146.3055556,2011.081504,309.8235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-Feb-17
236,237,2.03748,n200,0,2019.09,2018.0|2020.14,Southwestern Tagalog Region,FALSE,2019.168034,147.6111111,2018.149294,312.5882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3-Mar-19
237,238,1.38181,n200200,0,2020.48,2019.65|2021.15,Southwestern Tagalog Region,FALSE,2020.549844,149.8333333,2019.858939,317.2941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-Jul-20
238,239,0.61742,n201,0,2021.09,2020.32|2021.78,Southwestern Tagalog Region,FALSE,2021.167264,152,2020.858554,321.8823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3-Mar-21
238,240,0.64589,n201201,0,2021.12,2020.23|2021.85,Southwestern Tagalog Region,FALSE,2021.195734,149.5,2020.872789,316.5882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Mar-21
224,241,0,n202,0,2003.05,2002.59|2003.36,National Capital Region,FALSE,2003.119654,158.5952381,2003.119654,335.8487395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Feb-03
241,242,2.48274,n202202,0,2005.53,2004.65|2006.22,Central Luzon,FALSE,2005.602394,165.2857143,2004.361024,350.0168067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8-Aug-05
242,243,1.69183,n203,0,2007.22,2006.18|2008.0,Central Luzon,FALSE,2007.294224,167.5,2006.448309,354.7058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-Apr-07
242,244,2.29592,n203203,0,2007.82,2007.08|2008.0,Central Luzon,FALSE,2007.898314,169.5,2006.750354,358.9411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24-Nov-07
241,245,0,n204,0,2003.05,2002.59|2003.36,National Capital Region,FALSE,2003.119654,156.5,2003.119654,331.4117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Feb-03
245,246,0,n204204,0,2003.05,2002.59|2003.36,National Capital Region,FALSE,2003.119654,158,2003.119654,334.5882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-Feb-03
246,247,2.90013,n205,0,2005.95,2004.66|2007.19,Central Luzon,FALSE,2006.019784,156.5,2004.569719,331.4117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8-Jan-06
246,248,4.95435,n205205,0,2008,2007.56|2008.0,Central Luzon,FALSE,2008.074004,159.5,2005.596829,337.7647059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-Jan-08
223,249,2.43886,n206,0,2005.48,2004.25|2006.47,Calabarzon,FALSE,2005.558514,98.56967593,2004.339084,208.7357843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-Jul-05
249,250,3.58726,n206206,0,2009.07,2007.04|2010.74,Calabarzon,FALSE,2009.145774,95.34375,2007.352144,201.9044118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-Feb-09
250,251,2.45929,n207,0,2011.53,2010.35|2012.49,Calabarzon,FALSE,2011.605064,96.6875,2010.375419,204.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9-Aug-11
251,252,1.91276,n207207,0,2013.44,2012.37|2013.44,Calabarzon,FALSE,2013.517824,98.75,2012.561444,209.1176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9-Jul-13
252,253,0,n208,0,2013.44,2012.37|2013.44,Calabarzon,FALSE,2013.517824,99.5,2013.517824,210.7058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9-Jul-13
249,254,0.90165,n208208,0,2006.39,2005.29|2007.37,Calabarzon,FALSE,2006.460164,107.3652778,2006.009339,227.3617647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-Jun-06
254,255,5.6801,n209,0,2012.07,2010.7|2013.29,Calabarzon,FALSE,2012.140264,104.7291667,2009.300214,221.7794118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21-Feb-12
255,256,0,n209209,0,2012.07,2010.7|2013.29,Calabarzon,FALSE,2012.140264,106.9583333,2012.140264,226.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21-Feb-12
256,257,1.02403,n210,0,2013.09,2011.8|2014.23,Calabarzon,FALSE,2013.164294,104.75,2012.652279,221.8235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-Mar-13
257,258,1.79948,n210210,0,2014.89,2013.7|2015.9,Calabarzon,FALSE,2014.963774,105.5,2014.064034,223.4117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-Dec-14
256,259,3.29094,n211,0,2015.36,2014.1|2016.38,Calabarzon,FALSE,2015.431204,109.1666667,2013.785734,231.1764706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7-Jun-15
259,260,0.64444,n211211,0,2016,2014.92|2016.87,Calabarzon,FALSE,2016.075644,108.75,2015.753424,230.2941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28-Jan-16
260,261,0.54781,n212,0,2016.55,2015.51|2017.58,Calabarzon,FALSE,2016.623454,109.5,2016.349549,231.8823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-Aug-16
259,262,0.94727,n212212,0,2016.3,2015.08|2017.3,Calabarzon,FALSE,2016.378474,111.75,2015.904839,236.6470588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-May-16
262,263,1.79162,n213,0,2018.1,2016.94|2019.0,National Capital Region,FALSE,2018.170094,112.5,2017.274284,238.2352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4-Mar-18
255,264,1.26189,n213213,0,2013.33,2012.38|2014.18,Calabarzon,FALSE,2013.402154,102.5,2012.771209,217.0588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27-May-13
254,265,2.19698,n214,0,2008.58,2007.24|2009.95,Calabarzon,FALSE,2008.657144,116.3666667,2007.558654,246.4235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27-Aug-08
265,266,1.5228,n214214,0,2010.11,2008.58|2011.45,Calabarzon,FALSE,2010.179944,114.5,2009.418544,242.4705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7-Mar-10
265,267,1.50885,n215,0,2010.09,2008.82|2011.26,Calabarzon,FALSE,2010.165994,118.2333333,2009.411569,250.3764706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Mar-10
267,268,2.23533,n215215,0,2012.33,2011.42|2013.1,Calabarzon,FALSE,2012.401324,121.7,2011.283659,257.7176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-May-12
268,269,1.69454,n216,0,2014.02,2013.0|2014.89,Calabarzon,FALSE,2014.095864,126,2013.248594,266.8235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4-Feb-14
268,270,1.48993,n216216,0,2013.82,2012.36|2015.11,Calabarzon,FALSE,2013.891254,119.5,2013.146289,253.0588235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Nov-13
268,271,1.16465,n217,0,2013.49,2012.72|2014.0,Calabarzon,FALSE,2013.565974,121.5,2012.983649,257.2941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-Jul-13
268,272,1.74677,n217217,0,2014.07,2012.85|2015.0,Calabarzon,FALSE,2014.148094,123.5,2013.274709,261.5294118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24-Feb-14
