ID,year,country,assignment,NCBI.accession,Sample.collection.date,Host.species,Region,Province,Municipality,Barangay,Location,source,corrected_date,decimal_date,outbreak
RV/R10.PHL/2009/TRa-251,2009,Philippines,SEA4,AB564015,2009,Canis lupus familiaris,Northern Mindanao,Lanao del Norte,NA,NA,"Region10, Lanao del Norte",rabv-glue,1/1/09,2009,Other
RV/R10.PHL/2009/TRa-252,2009,Philippines,SEA4,AB564016,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/09,2009,Other
RV/R10.PHL/2009/TRa-253,2009,Philippines,SEA4,AB564017,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/09,2009,Other
RV/R10.PHL/2009/TRa-254,2009,Philippines,SEA4,AB564018,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/09,2009,Other
RV/R10.PHL/2009/TRa-255,2009,Philippines,SEA4,AB564019,2009,Canis lupus familiaris,Northern Mindanao,Misamis Oriental,NA,NA,"Region10, Misamis Oriental",rabv-glue,1/1/09,2009,Other
RV/R11.PHL/2005/Z-05-186,2005,Philippines,SEA4,AB563807,2005,Canis lupus familiaris,Davao Region,Davao del Sur,NA,NA,"Region11, Davao del Sur",rabv-glue,1/1/05,2005,Other
RV/R2.PHL/2009/TRa-142,2009,Philippines,SEA4,AB563946,2009,Canis lupus familiaris,Cagayan Valley,Cagayan,NA,NA,"Region2, Cagayan",rabv-glue,1/1/09,2009,Other
RV/R2.PHL/2009/TRa-279,2009,Philippines,SEA4,AB733974,2009,Canis lupus familiaris,Cagayan Valley,Isabela,NA,NA,"Region2, Isabela City",rabv-glue,1/1/09,2009,Other
RV/R2.PHL/2009/TRa-283,2009,Philippines,SEA4,AB733975,2009,Canis lupus familiaris,Cagayan Valley,Isabela,NA,NA,"Region2, Isabela City",rabv-glue,1/1/09,2009,Other
RV/R2.PHL/2009/TRa-284,2009,Philippines,SEA4,AB733976,2009,Canis lupus familiaris,Cagayan Valley,Isabela,NA,NA,"Region2, Isabela City",rabv-glue,1/1/09,2009,Other
RV/R2.PHL/2013/TRa-435,2013,Philippines,SEA4,LC018555,2013,Canis lupus familiaris,Ilocos Region,Cagayan,NA,NA,"II, Cagayan",rabv-glue,1/1/13,2013,Other
RV/R2.PHL/2013/TRa-437,2013,Philippines,SEA4,LC018556,2013,Canis lupus familiaris,Ilocos Region,Nueva Vizcaya,NA,NA,"II, Nueva Vizcaya",rabv-glue,1/1/13,2013,Other
RV/R2.PHL/2013/TRa-439,2013,Philippines,SEA4,LC018557,2013,Canis lupus familiaris,Ilocos Region,Cagayan,NA,NA,"II, Cagayan",rabv-glue,1/1/13,2013,Other
RV/R2.PHL/2013/TRa-503,2013,Philippines,SEA4,LC018587,2013,Canis lupus familiaris,Ilocos Region,Nueva Vizcaya,NA,NA,"II, Nueva Vizcaya",rabv-glue,1/1/13,2013,Other
RV/R2.PHL/2013/TRa-504,2013,Philippines,SEA4,LC018588,2013,Canis lupus familiaris,Ilocos Region,Nueva Vizcaya,NA,NA,"II, Nueva Vizcaya",rabv-glue,1/1/13,2013,Other
RV/R2.PHL/2013/TRa-505,2013,Philippines,SEA4,LC018589,2013,Canis lupus familiaris,Ilocos Region,Isabela,NA,NA,"II, Isabela",rabv-glue,1/1/13,2013,Other
RV/R2.PHL/2013/TRa-506,2013,Philippines,SEA4,LC018590,2013,Canis lupus familiaris,Ilocos Region,Cagayan,NA,NA,"II, Cagayan",rabv-glue,1/1/13,2013,Other
RV/R2.PHL/2013/TRa-507,2013,Philippines,SEA4,LC018591,2013,Canis lupus familiaris,Cordillera Administrative Region,Kalinga,NA,NA,"CAR, Kalinga Apayao",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2004/Z-04-519,2004,Philippines,SEA4,AB563798,2004,Canis lupus familiaris,Central Luzon,Aurora,NA,NA,"Region3, Aurora",rabv-glue,1/1/04,2004,Other
RV/R3.PHL/2005/Z-05-198,2005,Philippines,SEA4,AB563809,2005,Canis lupus familiaris,Central Luzon,Nueva Ecija,NA,NA,"Region3, Nueva Ecija",rabv-glue,1/1/05,2005,Other
RV/R3.PHL/2005/Z-05-507,2005,Philippines,SEA4,AB563817,2005,Canis lupus familiaris,Central Luzon,Bulacan,NA,NA,"Region3, Bulacan",rabv-glue,1/1/05,2005,Other
RV/R3.PHL/2008/TRa-002,2008,Philippines,SEA4,AB563838,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-006,2008,Philippines,SEA4,AB563840,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-009,2008,Philippines,SEA4,AB563841,2008,Canis lupus familiaris,Central Luzon,Nueva Ecija,NA,NA,"Region3, Nueva Ecija",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-010,2008,Philippines,SEA4,AB563842,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-011,2008,Philippines,SEA4,AB563843,2008,Canis lupus familiaris,Central Luzon,Zambales,NA,NA,"Region3, Zambales",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-013,2008,Philippines,SEA4,AB563844,2008,Canis lupus familiaris,Central Luzon,Tarlac,NA,NA,"Region3, Tarlac",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-016,2008,Philippines,SEA4,AB563846,2008,Canis lupus familiaris,Central Luzon,Zambales,NA,NA,"Region3, Zambales",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-017,2008,Philippines,SEA4,AB683585,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-018,2008,Philippines,SEA4,AB563847,2008,Canis lupus familiaris,Central Luzon,Zambales,NA,NA,"Region3, Zambales",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-019,2008,Philippines,SEA4,AB563848,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-020,2008,Philippines,SEA4,AB563849,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-021,2008,Philippines,SEA4,AB563850,2008,Canis lupus familiaris,Central Luzon,Nueva Ecija,NA,NA,"Region3, Nueva Ecija",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-022,2008,Philippines,SEA4,AB563851,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-038,2008,Philippines,SEA4,AB563863,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-040,2008,Philippines,SEA4,AB563864,2008,Canis lupus familiaris,Central Luzon,Zambales,NA,NA,"Region3, Zambales",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-041,2008,Philippines,SEA4,AB563865,2008,Canis lupus familiaris,Central Luzon,Tarlac,NA,NA,"Region3, Tarlac",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-045,2008,Philippines,SEA4,AB563866,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region 3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-047,2008,Philippines,SEA4,AB563867,2008,Canis lupus familiaris,Central Luzon,Zambales,NA,NA,"Region3, Zambales",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-048,2008,Philippines,SEA4,AB563868,2008,Canis lupus familiaris,Central Luzon,Zambales,NA,NA,"Region3, Zambales",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-049,2008,Philippines,SEA4,AB563869,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-051,2008,Philippines,SEA4,AB563870,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-059,2008,Philippines,SEA4,AB563878,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-060,2008,Philippines,SEA4,AB563879,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-061,2008,Philippines,SEA4,AB563880,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-062,2008,Philippines,SEA4,AB563881,2008,Canis lupus familiaris,Central Luzon,Nueva Ecija,NA,NA,"Region3, Nueva Ecija",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-063,2008,Philippines,SEA4,AB563882,2008,Canis lupus familiaris,Central Luzon,Nueva Ecija,NA,NA,"Region3, Nueva Ecija",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-064,2008,Philippines,SEA4,AB563883,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-065,2008,Philippines,SEA4,AB563884,2008,Canis lupus familiaris,Central Luzon,Nueva Ecija,NA,NA,"Region3, Nueva Ecija",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-066,2008,Philippines,SEA4,AB563885,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-086,2008,Philippines,SEA4,AB563901,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-087,2008,Philippines,SEA4,AB563902,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-088,2008,Philippines,SEA4,AB563903,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-089,2008,Philippines,SEA4,AB563904,2008,Canis lupus familiaris,Central Luzon,Nueva Ecija,NA,NA,"Region3, Nueva Ecija",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-090,2008,Philippines,SEA4,AB563905,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-091,2008,Philippines,SEA4,AB563906,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-092,2008,Philippines,SEA4,AB563907,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-093,2008,Philippines,SEA4,AB563908,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-095,2008,Philippines,SEA4,AB563910,2008,Canis lupus familiaris,Central Luzon,Nueva Ecija,NA,NA,"Region3, Nueva Ecija",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-111,2008,Philippines,SEA4,AB563924,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-112,2008,Philippines,SEA4,AB563925,2008,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2008/TRa-119,2008,Philippines,SEA4,AB563932,2008,Canis lupus familiaris,Central Luzon,Zambales,NA,NA,"Region 3, Zambales",rabv-glue,1/1/08,2008,Other
RV/R3.PHL/2009/TRa-113,2009,Philippines,SEA4,AB563926,2009,Canis lupus familiaris,Central Luzon,Zambales,NA,NA,"Region3, Zambales",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2009/TRa-114,2009,Philippines,SEA4,AB563927,2009,Canis lupus familiaris,Central Luzon,Zambales,NA,NA,"Region3, Zambales",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2009/TRa-115,2009,Philippines,SEA4,AB563928,2009,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2009/TRa-116,2009,Philippines,SEA4,AB563929,2009,Canis lupus familiaris,Central Luzon,Zambales,NA,NA,"Region3, Zambales",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2009/TRa-117,2009,Philippines,SEA4,AB563930,2009,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2009/TRa-118,2009,Philippines,SEA4,AB563931,2009,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2009/TRa-127,2009,Philippines,SEA4,AB563937,2009,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2009/TRa-128,2009,Philippines,SEA4,AB563938,2009,Canis lupus familiaris,Central Luzon,Nueva Ecija,NA,NA,"Region3, Nueva Ecija",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2009/TRa-129,2009,Philippines,SEA4,AB563939,2009,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2009/TRa-130,2009,Philippines,SEA4,AB563940,2009,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2009/TRa-131,2009,Philippines,SEA4,AB563941,2009,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region 3, Pampanga",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2009/TRa-132,2009,Philippines,SEA4,AB683586,2009,Canis lupus familiaris,Central Luzon,Nueva Ecija,NA,NA,"Region3, Nueva Ecija",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2009/TRa-133,2009,Philippines,SEA4,AB563942,2009,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2009/TRa-134,2009,Philippines,SEA4,AB563943,2009,Canis lupus familiaris,Central Luzon,Nueva Ecija,NA,NA,"Region3, Nueva Ecija",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2009/TRa-135,2009,Philippines,SEA4,AB563944,2009,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2009/TRa-136,2009,Philippines,SEA4,AB563945,2009,Canis lupus familiaris,Central Luzon,Nueva Ecija,NA,NA,"Region3, Nueva Ecija",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2009/TRa-201,2009,Philippines,SEA4,AB563976,2009,Canis lupus familiaris,Central Luzon,Nueva Ecija,NA,NA,"Region3, Nueva Ecija",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2009/TRa-202,2009,Philippines,SEA4,AB563977,2009,Canis lupus familiaris,Central Luzon,Zambales,NA,NA,"Region3, Zambales",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2009/TRa-204,2009,Philippines,SEA4,AB563978,2009,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2009/TRa-205,2009,Philippines,SEA4,AB563979,2009,Canis lupus familiaris,Central Luzon,Nueva Ecija,NA,NA,"Region3, Nueva Ecija",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2009/TRa-206,2009,Philippines,SEA4,AB563980,2009,Canis lupus familiaris,Central Luzon,Pampanga,NA,NA,"Region3, Pampanga",rabv-glue,1/1/09,2009,Other
RV/R3.PHL/2012/TRa-302,2012,Philippines,SEA4,LC018482,2012,Canis lupus familiaris,Ilocos Region,Tarlac,NA,NA,"III, Tarlac",rabv-glue,1/1/12,2012,Other
RV/R3.PHL/2012/TRa-303,2012,Philippines,SEA4,LC018483,2012,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/12,2012,Other
RV/R3.PHL/2012/TRa-305,2012,Philippines,SEA4,LC018484,2012,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"III, Pampanga",rabv-glue,1/1/12,2012,Other
RV/R3.PHL/2012/TRa-306,2012,Philippines,SEA4,LC018485,2012,Canis lupus familiaris,Ilocos Region,Nueva Ecija,NA,NA,"III, Nueva Ecija",rabv-glue,1/1/12,2012,Other
RV/R3.PHL/2012/TRa-307,2012,Philippines,SEA4,LC018486,2012,Canis lupus familiaris,Ilocos Region,Tarlac,NA,NA,"III, Tarlac",rabv-glue,1/1/12,2012,Other
RV/R3.PHL/2012/TRa-308,2012,Philippines,SEA4,LC018487,2012,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/12,2012,Other
RV/R3.PHL/2012/TRa-309,2012,Philippines,SEA4,LC018488,2012,Canis lupus familiaris,Ilocos Region,Tarlac,NA,NA,"III, Tarlac",rabv-glue,1/1/12,2012,Other
RV/R3.PHL/2012/TRa-310,2012,Philippines,SEA4,LC018489,2012,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/12,2012,Other
RV/R3.PHL/2012/TRa-311,2012,Philippines,SEA4,LC018490,2012,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/12,2012,Other
RV/R3.PHL/2012/TRa-312,2012,Philippines,SEA4,LC018491,2012,Canis lupus familiaris,Ilocos Region,Nueva Ecija,NA,NA,"III, Nueva Ecija",rabv-glue,1/1/12,2012,Other
RV/R3.PHL/2012/TRa-313,2012,Philippines,SEA4,LC018492,2012,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/12,2012,Other
RV/R3.PHL/2012/TRa-314,2012,Philippines,SEA4,LC018493,2012,Canis lupus familiaris,Ilocos Region,Tarlac,NA,NA,"III, Tarlac",rabv-glue,1/1/12,2012,Other
RV/R3.PHL/2012/TRa-315,2012,Philippines,SEA4,LC018494,2012,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/12,2012,Other
RV/R3.PHL/2012/TRa-317,2012,Philippines,SEA4,LC018495,2012,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/12,2012,Other
RV/R3.PHL/2012/TRa-318,2012,Philippines,SEA4,LC018496,2012,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/12,2012,Other
RV/R3.PHL/2013/TRa-313,2012,Philippines,SEA4,LC018596,2012,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/12,2012,Other
RV/R3.PHL/2013/TRa-346,2013,Philippines,SEA4,LC018508,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-347,2013,Philippines,SEA4,LC018509,2013,Canis lupus familiaris,Ilocos Region,Nueva Ecija,NA,NA,"III, Nueva Ecija",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-348,2013,Philippines,SEA4,LC018510,2013,Canis lupus familiaris,Ilocos Region,Nueva Ecija,NA,NA,"III, Nueva Ecija",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-349,2013,Philippines,SEA4,LC018511,2013,Canis lupus familiaris,Ilocos Region,Nueva Ecija,NA,NA,"III, Nueva Ecija",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-350,2013,Philippines,SEA4,LC018512,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-351,2013,Philippines,SEA4,LC018513,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-352,2013,Philippines,SEA4,LC018514,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-353,2013,Philippines,SEA4,LC018515,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-354,2013,Philippines,SEA4,LC018516,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-441,2013,Philippines,SEA4,LC018558,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-442,2013,Philippines,SEA4,LC018559,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-443,2013,Philippines,SEA4,LC018560,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-444,2013,Philippines,SEA4,LC018561,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-445,2013,Philippines,SEA4,LC018562,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-446,2013,Philippines,SEA4,LC018563,2013,Canis lupus familiaris,Ilocos Region,Tarlac,NA,NA,"III, Tarlac",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-447,2013,Philippines,SEA4,LC018564,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-448,2013,Philippines,SEA4,LC018565,2013,Canis lupus familiaris,Ilocos Region,Nueva Ecija,NA,NA,"III, Nueva Ecija",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-449,2013,Philippines,SEA4,LC018566,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-450,2013,Philippines,SEA4,LC018567,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-451,2013,Philippines,SEA4,LC018568,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-452,2013,Philippines,SEA4,LC018569,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-453,2013,Philippines,SEA4,LC018570,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-454,2013,Philippines,SEA4,LC018571,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-455,2013,Philippines,SEA4,LC018572,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-456,2013,Philippines,SEA4,LC018573,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-457,2013,Philippines,SEA4,LC018574,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-458,2013,Philippines,SEA4,LC018575,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-459,2013,Philippines,SEA4,LC018576,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-460,2013,Philippines,SEA4,LC018577,2013,Canis lupus familiaris,Ilocos Region,Nueva Ecija,NA,NA,"III, Nueva Ecija",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-461,2013,Philippines,SEA4,LC018578,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-462,2013,Philippines,SEA4,LC018579,2013,Canis lupus familiaris,Ilocos Region,Nueva Ecija,NA,NA,"III, Nueva Ecija",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-463,2013,Philippines,SEA4,LC018580,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-464,2013,Philippines,SEA4,LC018581,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-465,2013,Philippines,SEA4,LC018582,2013,Canis lupus familiaris,Ilocos Region,Nueva Ecija,NA,NA,"III, Nueva Ecija",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-466,2013,Philippines,SEA4,LC018583,2013,Canis lupus familiaris,Ilocos Region,Nueva Ecija,NA,NA,"III, Nueva Ecija",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-509,2013,Philippines,SEA4,LC068917,2013,Canis lupus familiaris,Ilocos Region,Bulacan,NA,NA,"Region III, Bulacan",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-533,2013,Philippines,SEA4,LC068919,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"Region III, Pampanga",rabv-glue,1/1/13,2013,Other
RV/R3.PHL/2013/TRa-534,2013,Philippines,SEA4,LC068920,2013,Canis lupus familiaris,Ilocos Region,Pampanga,NA,NA,"Region III, Pampanga",rabv-glue,1/1/13,2013,Other
